gene_id,symbol,SK-OV-3,SK-MEL-5,SK-MEL-28,SF539,SF295,SF268,RPMI-8226,PC-3,OVCAR-8,OVCAR-4,T47D,OVCAR-3,UACC-62,UACC-257,U251,U031,NCI-H522,NCI-H322M,EKVX,DU-145,BT-549,ACHN,A498,HOP-62,HOP-92,Hs-578-T,HT-29,NCI-H23,NCI-H226,NCI-H460,MDA-MB-231,MCF7,LOXIMVI,KM12,IGROV-1,MDA-MB-468,HCT-116,HCT-15,K-562,HL-60,SW620,A549,CAKI-1
SIDG00150,ABL1,0,0,-1,1,0,-1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,0,-1,1,0,0,0,-1,0,1,0,-1,-1,-1
SIDG00151,ABL2,0,0,0,1,0,1,1,-2,-1,2,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
SIDG00167,ACACA,0,0,0,0,1,1,0,-1,-1,-1,1,-1,0,0,1,-1,1,-1,-1,0,-1,1,1,0,0,-1,1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0
SIDG00168,ACACB,0,1,0,0,0,-1,0,1,1,-1,1,0,0,2,0,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,0,1,0,1,1,1,0,-1,0,0,0,0,0,0,1
SIDG00224,ACOX1,0,1,0,-1,1,1,0,1,1,-1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,1,1,1,-1,-1,0,0,1,0,-1,1,-1,0,1,1,0,0,0,1,1,1
SIDG00226,ACOX3,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-2,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,1
SIDG00239,ACSBG1,0,0,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,0,-1,0,0,-1,-1,-1,1,0,1,1,-1,1,-1,0,0,-1,-1,0,0,0,0,1,-1
SIDG00240,ACSBG2,0,-1,0,-1,1,0,0,1,1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,-1,-1,1
SIDG00243,ACSL1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-2,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-2,0,0,0,0,-1,0
SIDG00244,ACSL3,0,0,1,-1,0,1,-1,0,-1,-1,-1,0,1,1,0,-1,1,1,0,-1,-1,1,-1,1,0,1,0,0,0,1,-1,-1,1,0,0,-1,0,0,-1,0,0,0,0
SIDG00246,ACSL5,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,0,-1,1,1,0,0,-2,1,0,-1,0,-1,0,0,-1,1,0,-1,0,-1,0,-1,2,0,-1,0,0,0,0
SIDG00247,ACSL6,-1,0,0,1,1,-1,0,-1,0,1,0,1,-1,-1,1,-1,1,0,-1,-1,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,-1,0,0,-1,0,0,1
SIDG00260,ACTA2,-1,-1,-1,-2,-1,-1,-1,-1,0,0,1,1,-1,-1,0,-1,1,0,0,0,0,1,-1,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,1
SIDG00262,ACTB,-1,1,0,1,1,1,1,1,1,-1,1,-1,1,0,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
SIDG00279,ACTG1,2,2,0,1,1,1,0,1,-1,1,1,-1,0,-1,1,-1,1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,0,-1,1,-1,0,-1,1,0,0,0,1,1,1
SIDG00344,ACVR1,0,-1,-1,1,0,-1,0,0,1,0,-1,0,1,0,0,0,1,0,0,-1,-1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
SIDG00345,ACVR1B,0,0,-1,-1,0,0,0,1,-1,0,1,0,0,-1,-1,1,-1,0,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,1,1,0,0,-1,-1,0,0,0,1,0,1
SIDG00346,ACVR1C,0,-1,-1,1,0,-1,0,0,1,0,-1,0,1,1,0,0,1,0,0,-1,-1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
SIDG00347,ACVR2A,0,-1,-1,1,0,-1,1,0,1,0,-1,0,1,1,0,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
SIDG00348,ACVR2B,-1,1,0,0,0,1,0,1,1,2,0,0,-1,-1,0,1,0,-1,-1,-1,0,0,-1,0,0,1,-1,-1,0,-1,0,-1,0,0,-1,-1,0,0,1,0,0,0,-1
SIDG00378,ADAM17,-1,1,1,1,0,-1,0,0,-1,-1,-1,1,1,0,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,1,0,0,1,0,0,0,0,0,1,0
SIDG00440,ADCY1,-1,1,0,1,1,1,1,1,-1,2,1,-1,2,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,2,0,1
SIDG00442,ADCY3,-1,1,1,1,0,1,0,0,-1,0,-1,1,1,0,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,1,0,0,1,0,0,0,0,1,1,0
SIDG00443,ADCY4,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,1,-1,-1,1,0,1,0,-1,0,0,0,-1,0,0,-1,0,0,-1,-1
SIDG00444,ADCY5,0,0,1,1,0,-1,0,1,1,1,0,1,1,0,0,1,-1,-1,-1,-1,0,0,-1,0,0,1,1,1,-1,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,0,1
SIDG00445,ADCY6,2,0,-1,-1,0,0,0,1,-1,0,1,0,0,0,-1,1,0,0,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,1,1,0,0,-1,-1,0,0,0,1,0,1
SIDG00446,ADCY7,1,-1,-1,-2,1,-1,1,0,1,2,-1,-1,-1,-1,0,1,0,1,-1,0,-1,1,0,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,1,0,0,0,0,1,0,1
SIDG00448,ADCY9,0,-1,1,-1,1,-1,1,0,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,-1
SIDG00449,ADCY10,0,0,0,1,0,1,1,1,-1,1,1,0,1,0,1,-1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
SIDG00513,ADIPOR1,-1,0,0,1,0,1,1,0,-1,1,1,-1,0,-1,1,-1,1,1,2,0,1,1,1,-1,1,0,-1,0,-1,1,0,2,0,-1,0,1,-1,0,1,0,-1,0,1
SIDG00516,ADIPOR2,-1,0,-1,0,0,1,0,-1,1,0,0,-1,0,-1,0,1,-1,1,0,-1,0,1,-1,1,-1,-1,0,1,0,1,-1,-1,1,0,0,-1,0,0,-1,0,1,0,1
SIDG00527,ADORA1,-1,0,0,1,0,1,1,0,-1,1,1,-1,0,-1,1,-1,1,1,2,0,1,1,1,-1,1,0,-1,0,-1,1,0,2,0,-1,0,1,-1,0,1,0,-1,0,1
SIDG00528,ADORA2A,0,1,1,0,1,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,0,-1,-1,-1
SIDG00530,ADORA2B,-1,0,0,0,0,1,-1,-1,-1,-1,-1,1,1,-1,1,0,0,1,0,-2,1,1,1,1,-1,1,-1,-1,-1,1,0,-1,1,0,0,-1,0,0,-1,-1,0,1,-1
SIDG00542,ADRA1B,0,-1,1,1,1,1,0,1,1,2,1,1,-1,-1,1,-1,1,0,0,0,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,1,-1,0,0,0,0,0,1
SIDG00543,ADRA1D,0,1,1,0,0,1,0,1,1,0,0,-1,0,1,0,1,-1,-1,1,-1,0,0,-1,1,-1,1,0,0,-1,1,0,-1,1,0,1,1,-2,0,-1,0,1,1,-1
SIDG00544,ADRA2A,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,1,1,0,0,-2,1,0,-1,0,-1,0,0,-1,1,0,-1,0,0,0,-1,1,0,-1,0,0,0,0
SIDG00545,ADRA2B,0,-1,1,1,0,1,0,0,1,0,-1,0,0,0,-1,-1,1,0,0,-1,-1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
SIDG00546,ADRA2C,-1,-1,-1,1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-2,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,1
SIDG00547,ADRB1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,0,-1,1,1,0,0,-2,1,1,-1,0,-1,0,-1,-1,1,0,0,-1,0,0,-1,2,0,-1,0,0,0,0
SIDG00548,ADRB2,0,-1,1,1,1,1,0,2,1,2,1,1,-1,0,1,-1,1,0,0,0,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
SIDG00581,AFP,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG00586,AGAP2,0,0,-1,-1,0,0,0,1,1,0,1,1,0,-1,-1,1,-1,1,-1,0,-1,1,-1,0,0,-1,0,1,1,1,-1,0,1,0,0,-1,-1,0,0,0,0,0,1
SIDG00608,AGER,0,-1,-1,1,0,1,0,0,1,1,0,-1,-1,-1,-1,-2,1,-1,-2,0,1,-1,-1,1,-1,1,-1,0,-1,-1,1,1,1,-1,-1,1,-2,0,1,0,0,-1,-1
SIDG00646,AGTR1,1,1,1,1,0,-1,2,0,-1,0,1,2,1,1,0,1,1,0,-1,1,0,0,0,0,1,1,1,1,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,1
SIDG00682,AIFM2,0,-1,-1,-1,-1,-1,-1,1,0,1,-1,0,-1,-2,-1,-1,1,-1,-1,0,0,1,0,1,1,-1,-1,0,-1,1,0,-1,-1,0,0,0,-1,0,1,0,1,0,1
SIDG00687,AIM2,0,0,0,1,0,1,1,0,-1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,-1,1,0,0,1,0,0,0,0,0,0,1
SIDG00701,AJUBA,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,1,-1,-1,1,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1
SIDG00784,AKT1,2,1,-1,1,1,2,-2,2,1,2,2,2,2,2,1,2,2,2,2,2,-1,1,-1,1,-1,1,-1,1,1,2,0,2,2,2,1,1,2,2,-1,2,1,1,-1
SIDG00785,AKT1S1,0,-1,1,1,1,-1,0,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,1,-1
SIDG00786,AKT2,0,-1,1,1,1,0,-1,-1,-1,1,-1,2,0,0,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,0,-1,1,-1
SIDG00787,AKT3,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,-1,0,0,1,1,0,0,1,0,0,0,1
SIDG00820,ALDOA,0,-1,1,1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0
SIDG00924,AMH,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1
SIDG00956,ANAPC1,-1,-1,1,-1,0,1,0,0,1,-1,-1,0,1,0,0,-1,1,0,0,-1,-1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
SIDG00958,ANAPC2,0,0,-1,0,0,-1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,0,0,-1,0,0,0,-1,-1,-1
SIDG00959,ANAPC4,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,0,-1,0,0,0,0,-1,0,1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1
SIDG00960,ANAPC5,0,1,0,0,0,-1,0,1,1,-1,1,-1,0,-2,0,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,1,0,-1,1,1,0,-1,0,0,0,0,0,0,1
SIDG00961,ANAPC7,0,1,0,0,0,-1,0,1,1,-1,1,0,0,2,-1,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,0,1,0,-1,1,1,0,-1,0,0,0,0,0,0,1
SIDG00962,ANAPC10,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,0
SIDG00964,ANAPC11,2,2,0,1,1,1,0,1,-1,1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,0,-1,1,-1,0,-1,1,0,0,0,1,1,1
SIDG00965,ANAPC13,0,0,1,1,0,-1,1,-1,1,1,0,1,2,-1,0,1,1,-1,-1,-1,0,0,-1,0,1,1,0,1,-1,-1,-1,2,0,0,-1,0,0,0,-1,0,-1,-1,1
SIDG00972,ANGPT1,1,1,1,1,0,-1,1,1,1,2,2,0,1,2,0,2,0,-1,1,1,1,0,1,1,1,2,1,1,1,0,1,2,2,2,1,-1,2,0,0,0,1,1,1
SIDG00973,ANGPT2,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-2,0,0,0,-1,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,0,0,0,0,0,0
SIDG01169,AOX1,0,-1,1,1,0,1,0,0,-1,0,-1,0,1,0,0,-1,1,1,0,-1,-1,1,1,1,0,1,0,0,-1,1,0,0,1,0,0,0,0,0,-1,0,1,0,0
SIDG01206,APAF1,-1,1,0,0,0,0,0,1,1,-1,1,0,1,-1,0,1,-1,-1,-1,0,-1,1,-1,0,0,-1,0,1,0,1,0,1,1,1,0,-1,0,0,0,0,0,0,1
SIDG01211,APBB1IP,0,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,0,0,1,-1,1,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0
SIDG01214,APC,0,0,1,1,1,0,1,-1,1,1,1,0,0,-1,1,0,1,0,-1,0,1,0,1,1,0,-1,0,-1,0,1,0,1,1,0,0,0,0,0,0,-1,0,1,1
SIDG01215,APC2,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1
SIDG01224,APH1A,0,1,0,1,0,1,1,1,-1,1,1,1,0,1,1,-1,1,1,2,1,1,1,-1,0,1,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1
SIDG01225,APH1B,0,0,-1,1,0,-1,1,-1,-1,-1,0,0,-1,0,1,-1,-1,0,1,0,-1,0,-1,-1,-1,-1,1,0,1,1,-1,1,0,0,0,-1,-1,0,0,0,0,1,-1
SIDG01321,ARAP3,0,0,1,1,1,1,0,-1,0,2,1,1,-1,-1,1,-1,1,0,0,0,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,-1,0,0,0,0,0,1
SIDG01325,AREG,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG01327,ARF1,0,0,0,0,0,1,1,1,1,-1,1,0,1,-1,0,-1,1,1,0,0,1,1,1,0,1,0,0,0,-1,1,0,-1,0,0,1,1,0,0,1,0,0,0,1
SIDG01341,ARF6,0,-1,-1,0,-1,0,-1,1,1,0,1,1,0,-1,0,-1,0,1,0,2,-1,0,-1,0,0,-1,-1,0,0,1,1,1,0,0,0,-1,0,-2,-1,0,0,0,-1
SIDG01408,ARHGDIA,2,2,0,1,1,1,0,1,-1,1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,0,-1,1,-1,0,-1,1,0,0,0,1,1,1
SIDG01409,ARHGDIB,-1,1,-1,0,0,1,1,-1,0,0,-2,0,1,1,0,1,0,2,0,-1,0,2,-1,1,-1,-1,0,1,0,0,-1,-1,1,0,0,-1,0,0,-1,0,1,1,1
SIDG01410,ARHGDIG,0,-1,1,-1,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,-2,0,0,0,-1,-1,-1
SIDG01427,ARHGEF12,-1,-1,-1,-1,0,2,-1,0,-1,1,2,-1,-1,-1,-1,1,1,1,-1,0,-1,0,-1,-1,-1,0,1,-1,0,-1,1,-2,1,0,0,1,-1,0,0,0,1,-1,-1
SIDG01543,ARNT,2,1,0,1,0,1,1,1,-1,2,1,1,0,1,1,-2,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1
SIDG01566,ARRB1,-1,1,-1,-1,-1,1,1,1,1,0,1,0,-1,-1,-1,1,1,1,2,0,0,0,-1,-1,-1,1,1,1,0,-1,0,1,1,0,0,1,-1,0,0,0,1,0,0
SIDG01567,ARRB2,-1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,1,1,1,-1,-1,1,-1,-1,0,1,0,-1,0,0,0,-1,-1,0,-1,-1,1,1,-1
SIDG01722,ATF2,0,-1,1,1,0,-1,0,0,-1,0,-1,1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,1,0,0
SIDG01724,ATF4,-1,1,1,-1,1,-1,0,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1
SIDG01731,ATF6B,0,-1,-1,1,0,1,0,0,1,1,0,-1,-1,-1,-1,-2,1,-1,-2,0,1,-1,-1,1,-1,1,-1,0,-1,-1,1,1,1,-1,-1,1,-2,0,1,0,0,-1,-1
SIDG01744,ATG5,0,-1,0,0,0,1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,1,0,0,0,0,0,-1,-1
SIDG01751,ATG12,0,0,1,1,1,0,1,1,1,1,1,0,0,-1,1,0,1,0,1,0,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,2,0,0,-1,0,1,1
SIDG01756,ATG16L1,0,0,1,1,0,1,-1,0,-1,-1,-1,-1,1,0,0,-1,1,0,0,-1,-1,1,-1,0,-1,1,0,0,0,1,-1,-1,1,0,0,-1,0,0,-1,0,0,0,0
SIDG01764,ATM,-1,-1,-1,-1,0,2,1,1,1,0,1,-1,-1,1,-1,1,1,1,2,1,0,0,-1,-1,-1,1,1,-1,0,0,1,-1,1,0,0,1,0,0,0,0,1,-1,-1
SIDG01771,ATP1A1,0,-1,1,1,0,1,-1,1,1,-1,-1,1,1,0,1,-1,1,-1,0,-1,1,0,-1,-1,0,1,0,0,0,-1,1,2,-1,0,0,1,0,0,1,0,0,-1,0
SIDG01773,ATP1A2,-1,0,0,1,0,1,1,0,-1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,1
SIDG01774,ATP1A3,0,-1,1,1,1,0,-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,0,-1,1,-1
SIDG01776,ATP1B1,0,0,0,1,0,1,1,1,-1,1,1,0,1,0,1,-1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
SIDG01778,ATP1B2,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,0,-1,-1,0,1,1,1,-1,-1,1,-1,-1,0,1,0,-1,0,0,0,-1,-1,0,-1,-2,1,1,-1
SIDG01779,ATP1B3,0,1,1,1,0,-1,1,-1,-1,2,1,1,2,0,0,1,1,-1,-1,1,0,0,-1,0,1,1,0,1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1
SIDG01783,ATP2A1,0,-1,1,1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0
SIDG01785,ATP2A2,0,1,0,0,0,-1,0,1,1,-1,1,0,0,2,-1,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,0,1,0,-1,1,1,0,-1,0,0,0,0,0,0,1
SIDG01786,ATP2A3,-1,0,0,0,-1,1,-1,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,1,1,1,-1,-1,1,-1,-1,0,1,0,-1,0,0,0,-1,-1,0,-1,-1,1,1,-1
SIDG01787,ATP2B1,1,1,-1,0,0,0,0,1,-1,-1,1,0,1,-1,0,1,0,0,-1,1,-1,1,0,0,0,-1,0,1,0,1,0,1,1,2,0,-1,0,-2,0,0,0,0,1
SIDG01789,ATP2B2,0,1,0,-1,0,1,0,1,1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,1,-1,-1,0,-1,0,1,0,0,-1,-1,-1,0,1,0,0,0,1
SIDG01793,ATP2B4,-1,0,0,1,0,1,1,0,-1,1,1,-1,0,-1,1,-1,1,1,2,0,1,1,1,-1,1,0,-1,0,-1,1,0,1,0,-1,0,1,-1,0,1,0,-1,0,1
SIDG01875,ATP6V1A,0,1,1,1,0,-1,0,1,1,1,1,1,1,1,0,1,0,-1,-1,-1,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,1
SIDG01877,ATP6V1B1,0,1,1,-1,0,1,0,0,-1,0,-1,0,1,-1,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,1,0,0,0,0,0,0,0,0,1,0
SIDG01879,ATP6V1B2,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,-1,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,2,0,0,0,0,0
SIDG01880,ATP6V1C1,0,1,1,1,0,-1,0,1,1,1,1,-1,1,1,0,1,-1,1,1,1,1,0,1,1,1,2,1,1,0,0,1,2,1,1,1,1,2,0,0,0,0,0,1
SIDG01881,ATP6V1C2,-1,1,1,1,0,-1,0,0,-1,-1,-1,-1,1,0,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,1,0,0,1,0,0,0,0,-1,1,0
SIDG01882,ATP6V1D,0,-1,-1,0,-1,0,-1,1,1,0,1,1,0,2,0,0,-1,1,0,1,-1,0,-1,0,0,-1,-1,0,-1,1,0,2,0,0,0,-1,0,0,-1,-1,0,0,-1
SIDG01883,ATP6V1E1,0,1,1,-1,1,-1,-2,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,0,-1,0,1,0,-1,-1,-1
SIDG01887,ATP6V1E2,0,1,1,-1,0,1,0,0,-1,1,-1,0,1,0,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,2,0,0,1,0,0,0,0,0,1,0
SIDG01888,ATP6V1F,-1,1,1,0,1,1,1,1,1,1,-1,0,1,1,1,1,1,-1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
SIDG01889,ATP6V1G1,0,0,0,1,0,0,-1,0,1,-1,1,-1,-1,-1,1,-1,0,-1,-1,0,1,0,1,-1,-1,-1,0,-1,0,1,0,-1,1,0,0,-1,-1,0,0,0,-1,0,0
SIDG01897,ATP6V1G2,0,-1,-1,1,0,1,1,0,1,1,0,-1,-1,-1,-1,-2,1,-1,-2,0,1,-1,-1,0,-1,1,-1,0,-1,-1,1,-1,1,-1,-1,1,-2,0,1,0,0,-1,-1
SIDG01900,ATP6V1H,0,1,1,1,0,0,-1,-1,1,1,1,1,1,1,0,0,0,-1,-2,1,1,0,1,1,1,1,1,1,0,0,-1,0,1,0,1,-1,0,0,0,0,0,0,1
SIDG01954,ATR,0,1,1,1,0,-1,1,-1,-1,2,1,1,2,0,0,1,1,-1,-1,1,0,0,0,0,1,1,0,1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1
SIDG02003,AXIN1,0,-1,1,-1,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,-2,0,0,0,-1,-1,-1
SIDG02004,AXIN2,0,1,1,1,1,1,0,1,1,-1,1,0,1,1,1,-1,1,-1,1,0,-1,1,1,1,1,-1,2,0,0,1,0,2,1,0,0,-1,2,0,0,0,1,1,2
SIDG02011,AZI2,-1,1,0,0,0,1,0,1,1,0,1,0,-1,-1,0,2,0,0,1,-1,0,0,-1,1,0,1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,1,0,0,1,0
SIDG02081,BAD,2,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,-1,-1,0,1,1,-1,-1,-1,1,-1,1,0,0,1,-1,0,0,0,1,0,0
SIDG02085,BAG4,0,0,-1,1,0,-1,-1,-1,1,-1,1,1,0,-2,0,0,0,-1,-1,0,1,0,-1,0,-1,1,-1,-1,0,-1,-1,-1,1,0,1,-1,0,0,0,0,0,0,0
SIDG02103,BAMBI,0,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,0,0,1,-1,1,-1,0,0,-1,-1,0,0,0,0,0,-1,0,2,0,0,0,0,0
SIDG02127,BAX,0,-1,1,1,1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,1,-1
