gene_id,symbol,SK-OV-3,SK-MEL-5,SK-MEL-28,SF539,SF295,SF268,RPMI-8226,PC-3,OVCAR-8,OVCAR-4,T47D,OVCAR-3,UACC-62,UACC-257,U251,U031,NCI-H522,NCI-H322M,EKVX,DU-145,BT-549,ACHN,A498,HOP-62,HOP-92,Hs-578-T,HT-29,NCI-H23,NCI-H226,NCI-H460,MDA-MB-231,MCF7,LOXIMVI,KM12,IGROV-1,MDA-MB-468,HCT-116,HCT-15,K-562,HL-60,SW620,A549,CAKI-1
SIDG26208,PTGER1,0,-1,0,-1,1,0,0,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,0,0,0,-1,-1,-1
SIDG26209,PTGER2,0,-1,-1,0,-1,0,-1,1,1,0,1,1,1,-1,0,0,0,1,0,1,-1,0,-1,0,0,-1,-1,0,0,1,1,1,0,0,0,-1,0,0,-1,0,0,0,-1
SIDG26210,PTGER3,-1,-1,1,1,0,1,-1,1,1,1,-1,0,-1,1,1,0,1,0,1,-1,1,0,0,-1,1,1,0,0,0,0,-1,-1,2,0,0,1,1,0,0,0,0,-1,0
SIDG26227,PTGFR,-1,-1,1,1,0,1,-1,1,1,1,-1,0,-1,1,1,0,1,0,1,-1,1,0,0,-1,1,1,0,0,0,0,1,-1,0,0,0,1,1,0,0,0,0,-1,-1
SIDG26234,PTGS2,0,1,1,1,0,1,1,-2,-1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,2,1,0,0,1,0,-2,1,0,0,1,1
SIDG26240,PTK2,0,1,0,1,0,1,2,1,2,2,1,-1,0,2,1,1,1,1,0,0,1,-1,1,1,1,2,2,2,2,-1,1,1,2,1,1,-1,1,0,0,0,-1,1,1
SIDG26241,PTK2B,0,-1,-1,2,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,-1,-1,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,0,0
SIDG26277,PTPN1,0,1,2,1,0,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,0,1,0,1,1,1,2,0,1,1,1,1,1,1,0,-1,0,0,0,1,0,1
SIDG26278,PTPN2,0,-1,-1,-1,0,0,1,1,1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,0,0,-1,1,0,1,1,-1,0,0,0,1,0,-1,-1,1,0,0,0,1,0,-1,1
SIDG26284,PTPN6,-1,0,-1,0,0,1,0,-1,1,0,-2,-1,0,-1,0,1,-1,1,0,-1,0,1,-1,1,-1,-1,0,1,0,-1,-1,-1,1,0,0,-1,0,0,-1,0,1,0,1
SIDG26285,PTPN7,-1,0,0,1,0,1,1,-2,-1,1,1,1,0,-1,1,-1,1,1,1,0,1,1,1,-1,1,0,-1,0,-1,1,0,1,0,-1,0,1,-1,0,1,0,-1,0,1
SIDG26287,PTPN11,0,1,0,0,0,-1,0,1,1,-1,1,0,0,2,-1,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,0,1,0,-1,1,1,0,-1,0,0,0,0,0,0,1
SIDG26300,PTPRC,0,0,1,1,0,1,1,-2,-1,1,1,0,1,1,1,0,1,1,2,1,1,1,1,0,1,0,0,0,0,1,0,2,0,0,0,1,0,-2,1,0,0,0,1
SIDG26306,PTPRF,0,-1,1,1,0,1,1,0,-1,0,-1,-1,0,0,1,-1,1,-1,2,-1,1,-1,-1,-1,0,1,0,-1,0,-1,-1,-1,0,0,0,1,-1,0,1,0,0,-1,0
SIDG26318,PTPRR,1,1,-1,0,0,0,1,1,-1,1,1,1,1,2,0,2,0,1,-1,1,-1,2,0,0,0,-1,0,1,2,1,-1,2,1,0,0,-1,0,0,0,0,1,1,1
SIDG26329,PTTG1,0,-1,1,1,1,1,0,1,1,2,1,1,-1,-1,1,-1,1,0,0,0,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,1,-1,0,0,0,0,0,1
SIDG26387,PXN,0,1,0,0,0,-1,0,1,1,-1,1,-1,0,2,0,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,0,1,0,1,1,1,0,-1,0,0,0,0,0,0,1
SIDG26391,PYCARD,0,-1,1,-1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,0,2,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0
SIDG26399,PYGB,0,1,1,1,0,1,0,0,1,-1,0,1,1,1,-1,1,-1,1,0,-1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,-1,0,1,1,-1
SIDG26401,PYGL,0,-1,-1,0,-1,0,-1,1,1,0,1,1,1,-1,0,-1,0,1,0,2,-1,0,-1,0,0,-1,-1,0,0,1,1,1,0,0,0,-1,0,0,-1,0,0,0,-1
SIDG26402,PYGM,2,-1,-1,-1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,-1,1,0,1,1,-1,-1,-1,1,-1,1,0,0,1,-1,0,0,0,1,0,0
SIDG26466,RAB2A,0,1,1,1,0,0,-1,-1,1,2,1,1,1,1,0,0,0,-1,-2,1,1,0,1,1,1,2,1,1,0,0,-1,0,1,0,1,-1,0,0,0,0,0,0,1
SIDG26479,RAB5A,-1,1,0,0,0,1,0,1,1,0,1,0,-1,-1,0,2,0,0,-1,-1,0,0,-1,1,0,1,-1,-1,0,0,0,2,0,0,-1,-1,0,0,1,0,0,1,1
SIDG26480,RAB5B,0,0,-1,-1,0,0,0,1,1,0,1,0,0,-1,-1,1,-1,1,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,0,1
SIDG26481,RAB5C,1,0,0,-1,1,1,0,-2,-1,-1,1,-1,0,0,1,-1,1,-1,-1,0,-1,1,1,0,0,-1,-1,0,0,1,0,-1,1,0,0,-1,0,0,0,0,-1,1,0
SIDG26492,RAB8A,0,-1,1,1,1,0,0,1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,0,0,0,-1,-1,-1
SIDG26502,RAB10,-1,1,1,1,0,1,0,0,-1,0,-1,1,1,-1,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,1,0,0,1,0,0,0,0,0,1,0
SIDG26506,RAB11B,0,-1,0,-1,1,0,0,1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,-1,-1,-1
SIDG26516,RAB14,0,0,0,1,0,0,1,0,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,0,1,0,0,-1,-1,-1,-1,-1,0,1,0,1,1,0,0,-1,-1,0,0,0,0,0,-1
SIDG26576,RAC1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,2,1,1,0,2,1,1,2,1,1,2,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1
SIDG26586,RAC2,-1,1,1,-1,1,-1,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-2,-1,-1,0,-1,-2,0,-1,0,-1,-1,-1
SIDG26587,RAC3,0,2,0,1,1,1,0,1,-1,1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,0,-1,1,-1,0,-1,1,0,0,0,1,1,1
SIDG26601,RAD21,0,1,1,1,0,0,0,1,2,-1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,2,1,1,0,1,1,2,2,1,-1,2,0,0,0,0,0,1
SIDG26631,RAF1,0,1,0,-1,0,1,0,1,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,0,1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,0,1,0,-1,0,1
SIDG26634,RAG1,2,0,1,0,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,1,-1,0,-1,0,-1,1,0,-1,1,0,0,0,0,1,0,0
SIDG26635,RAG2,2,0,1,0,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,1,-1,0,-1,0,-1,1,0,-1,1,0,0,0,0,1,0,0
SIDG26642,RALA,-1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1
SIDG26643,RALB,0,-1,1,0,0,1,0,-1,1,-1,-1,-1,0,-1,0,-1,1,0,0,-1,-1,1,0,1,0,0,0,0,-1,1,0,0,0,0,0,1,-1,0,0,0,-1,0,0
SIDG26644,RALBP1,0,-1,-1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,0,0,-1,1,0,1,1,-1,0,0,0,1,0,-1,-1,1,0,0,1,2,0,-1,1
SIDG26649,RALGDS,0,0,-1,1,0,-1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,0,0,0,-1,0,0,0,-1,-1,-1
SIDG26682,RAP1A,0,-1,1,1,0,1,-1,1,1,-1,-1,0,1,2,1,-1,1,1,0,-1,1,0,-1,-1,1,1,0,0,0,-1,1,1,0,0,0,1,0,0,1,0,0,-1,0
SIDG26684,RAP1B,1,1,-1,0,0,0,0,1,-1,1,1,0,1,0,0,1,0,1,-1,1,-1,2,0,0,0,-1,0,1,2,1,-1,2,1,0,0,-1,0,0,0,0,0,0,1
SIDG26688,RAP1GAP,0,-1,2,1,0,1,1,0,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,1,0,-1,-1,-1
SIDG26696,RAPGEF1,0,0,-1,1,0,-1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,0,-1,1,0,0,0,-1,0,0,0,-1,-1,-1
SIDG26697,RAPGEF2,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-2,-1,0,0,0,0,-1,-1,0,-1,0,0,0,-1,0,-1,-1,0,2,0,0,0,-1,0
SIDG26698,RAPGEF3,0,0,-1,-1,0,0,0,1,-1,0,1,1,0,-1,-1,1,0,0,-1,0,-1,1,-1,-1,0,-1,0,1,1,1,-1,1,1,0,0,-1,-1,0,0,0,1,0,1
SIDG26699,RAPGEF4,0,-1,1,1,0,-1,0,0,-1,0,-1,0,1,1,0,-1,1,1,0,-1,-1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
SIDG26701,RAPGEF5,-1,1,2,1,1,1,1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,-1,0,0,1,1,0,0,0,0,1,0,1
SIDG26702,RAPGEF6,0,0,0,1,1,-1,0,-1,0,1,0,1,-1,0,1,-1,1,0,-1,-1,1,0,1,1,0,-1,0,1,0,1,0,1,1,0,0,0,0,0,0,-1,0,0,1
SIDG26706,RARA,0,0,0,0,1,1,0,-1,-1,-1,1,-1,0,0,1,-1,1,-1,-1,-1,-1,1,0,0,0,-1,0,0,0,1,0,-1,1,0,0,-1,0,0,0,0,0,1,0
SIDG26727,RASA1,0,0,1,-1,1,0,1,1,1,-1,1,0,0,0,1,0,1,-1,-1,1,1,0,1,1,1,-1,0,-1,1,1,0,1,1,0,0,0,0,-2,0,-1,1,1,1
SIDG26728,RASA2,0,1,1,1,0,-1,1,-1,1,2,1,1,2,0,0,1,1,-1,-1,1,0,0,-1,0,1,1,0,1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1
SIDG26730,RASA3,-1,1,-1,1,0,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,0,0,-1,0,1,-1,1
SIDG26732,RASA4,-1,1,1,0,1,1,1,1,-1,2,-1,-1,1,1,-1,1,1,-1,1,0,0,1,1,0,1,1,1,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
SIDG26736,RASAL1,0,1,0,0,0,-1,0,1,1,-1,1,0,0,2,-1,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,0,1,0,-1,1,1,0,-1,0,0,0,0,0,0,1
SIDG26737,RASAL2,0,0,0,1,0,1,1,-2,-1,2,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
SIDG26739,RASAL3,0,-1,0,-1,1,0,0,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,1,-1,0,0,0,-1,-1,-1
SIDG26746,RASGRF1,0,0,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,0,0,-1,-1,-1,1,0,1,1,-1,1,-1,0,0,-1,-1,0,0,0,0,1,-1
SIDG26747,RASGRF2,0,0,1,-1,1,0,1,-1,1,-1,1,0,0,0,1,0,1,-1,-1,0,1,0,1,1,0,-1,0,-1,0,1,0,1,1,0,0,-1,0,0,0,-1,1,1,1
SIDG26749,RASGRP1,0,0,-1,1,-1,0,-1,1,-1,-1,0,0,-1,0,1,-2,0,1,1,1,-1,0,0,-1,-1,-1,1,0,-1,1,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0
SIDG26750,RASGRP2,2,-1,-1,-1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,-1,1,0,1,1,-1,-1,-1,1,-1,1,0,0,1,-1,0,0,0,1,0,0
SIDG26751,RASGRP3,0,1,1,1,0,1,0,0,-1,0,-1,0,1,1,0,-1,1,1,-1,1,-1,1,1,1,0,1,0,1,0,1,-1,0,1,0,0,1,0,0,0,0,0,1,0
SIDG26752,RASGRP4,0,-1,1,1,1,0,-1,-1,-1,1,-1,2,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,0,-1,1,-1
SIDG26759,RASSF1,-1,1,-1,-1,0,1,0,0,1,-1,-1,1,-1,-2,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,-2,0,0,-1,-1,-1,0,-1,0,-1,-1,-1
SIDG26764,RASSF5,0,0,0,1,0,1,1,1,-1,-1,1,0,0,-1,1,-1,1,1,2,0,1,1,1,-1,1,0,-1,0,-1,1,0,2,0,-1,0,1,-1,0,1,0,-1,0,1
SIDG26765,RASSF6,0,-1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,-1,0,0,0,0,1,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG26775,RB1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-2,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-2,0,-2,-1,0,-1,-1,1
SIDG26797,RBCK1,0,1,1,0,0,1,0,1,1,0,0,-1,0,1,-1,1,1,-1,1,0,0,0,-1,1,-1,1,0,0,-1,1,0,-1,0,0,1,1,0,0,-1,0,1,1,-1
SIDG26804,RBL1,0,1,2,1,0,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1,0,1,0,1,-1,1,1,1,1,0,1,1,-1,1,1,1,0,0,0,0,0,1,0,1
SIDG26805,RBL2,1,-1,-1,-2,1,-1,1,0,1,-1,-1,-1,-1,-1,0,1,0,1,0,0,-1,1,1,1,-1,-1,0,0,0,1,-1,-1,-1,0,0,1,0,0,0,0,1,0,1
SIDG26929,RBPJ,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,1,-1,0,-1,0,0,0,0,-1,0,1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1
SIDG26944,RBX1,0,1,2,-1,1,-1,0,-1,-1,1,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,-1
SIDG26949,RCAN1,0,-1,0,0,1,0,1,0,-1,1,0,1,-1,-1,0,-1,1,-1,-1,1,0,0,-2,0,-1,1,-1,-1,0,-1,0,-1,1,-1,-1,1,0,0,1,0,0,-1,-1
SIDG26950,RCAN2,1,-1,0,1,0,1,0,0,-1,1,1,0,-1,1,0,0,1,0,-1,0,1,0,-1,1,-1,1,0,0,0,0,1,1,1,0,-1,1,0,0,1,0,0,-1,-1
SIDG26970,RCHY1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG27017,REL,0,1,1,-1,0,1,1,0,-1,-1,-1,0,1,1,0,-1,1,1,-1,1,-1,1,1,1,0,1,0,1,0,1,-1,0,1,0,0,0,0,-2,0,0,0,1,0
SIDG27018,RELA,2,-1,-1,-1,0,1,1,1,1,0,1,0,-1,-1,-1,1,1,1,-1,0,-1,0,-1,1,0,1,1,-1,-1,-1,1,1,1,0,0,1,-1,0,0,0,1,0,0
SIDG27019,RELB,0,-1,1,1,1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,0,1,-1,-1,-1,0,-1,0,-1,0,1,-1,0,0,0,-1,1,-1
SIDG27022,RELN,-1,1,1,0,1,1,1,1,-1,2,-1,0,1,1,-1,1,1,-1,1,0,0,1,1,0,1,1,1,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
SIDG27085,RFNG,0,2,0,1,1,1,0,1,-1,1,1,0,0,-1,1,-1,1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,0,-1,1,-1,0,-1,1,0,0,0,1,1,1
SIDG27119,RGL1,0,1,0,2,0,1,1,-2,-1,2,1,0,1,-2,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1
SIDG27120,RGL2,0,-1,-1,1,0,1,0,0,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,0,-1,0,-1,1,-1,-1,0,-1,1,0,1,-1,-1,1,-1,0,1,0,0,-1,-1
SIDG27138,RGS2,0,1,1,1,0,1,1,-2,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,-1,0,0,0,0,1,0,2,0,0,0,1,0,-2,1,0,0,1,1
SIDG27152,RGS14,0,-1,1,1,1,1,0,1,1,2,0,1,-1,-1,1,-1,1,0,0,-1,1,0,1,1,0,-1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
SIDG27176,RHEB,-1,1,-1,1,1,1,1,1,1,2,-1,0,1,0,1,1,1,-1,0,0,0,1,1,0,2,1,1,1,0,1,1,1,-1,1,1,0,0,0,1,0,1,0,1
SIDG27184,RHOA,-1,1,-1,1,0,1,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,-2,0,0,-1,-1,-1,0,-1,0,-1,-1,-1
SIDG27196,RHOQ,0,1,1,-1,0,1,0,0,-1,1,-1,0,1,0,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,2,0,0,1,0,0,0,0,0,1,0
SIDG27224,RICTOR,0,2,0,0,1,1,1,1,1,0,1,1,1,-1,1,0,0,1,2,2,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1
SIDG27244,RIN1,2,-1,-1,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,2,0,-1,0,-1,0,0,1,1,-1,-1,-1,1,1,1,0,0,1,-1,0,0,0,1,0,0
SIDG27256,RIPK1,0,1,0,1,0,1,1,0,1,2,0,0,-1,1,0,-1,1,-1,-1,0,1,0,-1,1,-1,1,0,-1,0,-1,1,1,1,-1,-1,1,0,0,1,0,0,-1,-1
SIDG27257,RIPK2,1,1,1,1,0,-1,0,1,0,2,1,0,1,2,0,2,0,1,2,1,1,0,1,1,1,2,1,1,1,0,1,2,1,1,1,-1,2,0,0,0,0,1,1
SIDG27277,RLN1,-1,-1,-1,1,0,-2,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,-1,0,-1,-2,-1,1,0,0,-1,0,0,-1,0,-1,0,-1
SIDG29072,RNASEL,-1,0,0,1,0,1,1,-2,-1,2,1,0,1,0,1,-1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
SIDG29103,RNF31,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,1,-1,-1,1,0,1,0,-1,0,0,0,-1,0,0,-1,0,0,-1,-1
SIDG29123,RNF125,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,2,1,0,0,-1,-1,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,1,-2,-1,-1
SIDG29145,RNF152,0,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,0,-1,1,-2,-1,-1
SIDG31241,ROCK1,0,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0,0,1,0,0,-1,1,0,1,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,1,0,-1,-1
SIDG31243,ROCK2,-1,1,1,1,0,-1,0,0,-1,-1,-1,-1,1,2,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,1,0,0,1,0,0,0,0,-1,1,0
SIDG32652,RPRM,0,-1,-1,1,0,-1,1,0,-1,0,-1,0,1,1,0,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0
SIDG32809,RPS6,-1,-1,-1,1,0,-2,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,-2,-1,-1,2,-2,1,-1,-1,-1,0,-1,-1,0,-2,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1
SIDG32810,RPS6KA1,0,-1,1,1,0,1,1,0,-1,0,-1,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,0,0,0,1,-1,0,1,0,-1,-1,-1
SIDG32811,RPS6KA2,1,-1,0,-2,0,1,0,0,-1,1,-1,-1,-1,-1,0,-1,0,-1,0,-1,1,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,0,0,0,1,0,-1,-1,-1
SIDG32815,RPS6KA4,2,-1,-1,-1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,-1,-1,0,1,1,-1,-1,-1,1,-1,1,0,0,1,-1,0,0,0,1,0,0
SIDG32816,RPS6KA5,0,0,-1,-1,-1,0,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,-1,-1,0,-1,1,0,1,-1,0,0,-1,0,0,-1,0,-1,0,-1
SIDG32818,RPS6KB1,0,1,1,1,1,1,0,1,1,-1,1,0,1,1,1,-1,1,-1,1,0,-1,1,1,1,1,-1,0,0,0,1,0,2,1,0,0,-1,2,0,0,0,0,1,2
SIDG32819,RPS6KB2,2,-1,1,-1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,1,1,2,0,-1,0,-1,-1,1,1,1,2,-1,-1,1,1,1,0,0,1,-1,0,0,0,1,0,0
SIDG33397,RPTOR,0,2,0,-1,1,1,0,1,-1,1,1,-1,0,-1,1,-1,1,-1,1,0,-1,1,0,1,1,-1,-1,0,0,1,0,-1,1,-1,0,1,1,0,0,0,1,1,1
SIDG33403,RRAGA,-1,-1,-1,1,0,-2,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,-2,-1,-1,2,-2,1,-1,-1,-1,0,-1,-1,0,-2,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1
SIDG33406,RRAGC,0,-1,1,1,0,1,1,0,-1,0,-1,-1,0,1,1,-1,1,-1,2,-1,1,-1,-1,-1,0,1,0,-1,0,-1,-1,-1,0,0,-1,1,-1,0,1,0,-1,-1,0
SIDG33407,RRAGD,0,-1,0,1,0,1,-1,0,1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,-1,1,0,0,0,0,0,-1,-1
SIDG33408,RRAS,0,-1,1,1,1,-1,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,-1,1,-1
SIDG33409,RRAS2,0,0,1,0,0,1,-1,1,-1,-1,-1,1,-1,-1,0,1,1,1,0,-1,-1,0,1,0,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,0,0,0,0,1,0,-1
SIDG33415,RRM2,-1,1,1,1,0,-1,0,0,-1,-1,-1,1,1,0,0,-1,1,1,-1,0,-1,1,1,1,0,1,0,1,0,1,-1,-1,1,0,0,1,0,0,0,0,0,1,0
SIDG33416,RRM2B,0,1,1,1,0,-1,0,1,1,1,1,-1,1,1,0,1,-1,1,1,1,1,0,1,1,1,2,1,1,0,0,1,2,1,1,1,-1,2,0,0,0,0,0,1
SIDG33536,RUVBL1,0,0,1,1,0,-1,0,-1,1,1,0,1,2,0,0,1,-1,-1,-1,-1,0,0,-1,0,0,1,1,1,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,0,-1,1
SIDG33549,RXFP1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-2,-1,0,0,0,0,-1,-1,0,-1,0,0,1,-1,0,-1,-1,0,0,0,0,0,-1,0
SIDG33552,RXFP4,-1,0,0,1,0,1,1,0,-1,1,1,2,0,-1,1,-1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,-1,1
SIDG33553,RXRA,-1,0,-1,1,0,-1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,-1,0,0,-1,0,0,0,-1,-1,-1
SIDG33554,RXRB,0,-1,-1,1,0,1,0,0,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,0,-1,0,-1,1,-1,-1,0,-1,1,0,1,-1,-1,1,-1,0,1,0,0,-1,-1
SIDG33561,RYR1,0,-1,1,1,1,0,-1,-1,-1,1,-1,2,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,1,-1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,0,0,0,-1,1,-1
SIDG33562,RYR2,0,0,1,1,0,1,1,-2,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,0,0,0,-1,2,0,-1,0,0,1,1,1,0,1,0,0,1,1
